TKT,VER,N1A,N1B,N1C,N2A,N2B,N2C,N3A,N3B,N3C,N4A,N4B,N4C,N5A,N5B,N5C,I1,I2,I3,I4,I5,I6,I7,I8,P,U
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner02.ai,nonwinner05.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner04.ai,nonwinner06.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner05.ai,nonwinner06.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner01.ai,nonwinner05.ai,1,4
51,9085,,,,,27,30,39,,,,51,52,,,,base03.ai,free01.ai,eeyore02.ai,eeyore04.ai,free05.ai,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner06.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner07.ai,nonwinner01.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner09.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner03.ai,nonwinner09.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner05.ai,nonwinner07.ai,1,4
83,16548,,15,2,,30,27,,31,36,,50,54,,68,,base02.ai,free05_b.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner05.ai,nonwinner08.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner01.ai,nonwinner08.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner03.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner09.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner09.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner09.ai,nonwinner06.ai,1,1
240,19981,,3,14,,24,30,34,,,58,,,72,,,base03.ai,eeyore01.ai,eeyore02.ai,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner04.ai,nonwinner03.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner02.ai,nonwinner09.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner03.ai,nonwinner01.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner07.ai,nonwinner01.ai,1,1
52,17450,2,,,,26,28,,,,,47,51,,,,base03.ai,eeyore02.ai,free03.ai,eeyore04.ai,free05.ai,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner06.ai,nonwinner07.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner09.ai,nonwinner03.ai,1,1
107,17589,4,,,,16,25,35,,,,54,56,,,,base03.ai,eeyore02.ai,eeyore04.ai,free05.ai,,,,,1,1
73,21510,,2,10,,26,27,,43,35,,48,58,,,75,base02.ai,free05_a.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner07.ai,nonwinner05.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner06.ai,nonwinner02.ai,1,1
218,21448,5,,,29,,,35,,,,51,59,,,,base03.ai,eeyore04.ai,free05.ai,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner07.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner08.ai,nonwinner02.ai,1,2
149,446,,7,13,,21,27,,43,41,,54,49,,74,66,base02.ai,,,,,,,,1,2
180,4996,,4,3,,28,24,,38,39,,47,50,,73,67,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner03.ai,nonwinner05.ai,1,2
284,18646,4,,,26,,,42,,,51,,,,71,72,base03.ai,eeyore05.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner06.ai,nonwinner04.ai,1,2
259,5526,,1,14,28,,,43,,,50,,,69,,,base03.ai,eeyore01.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner03.ai,nonwinner05.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner05.ai,nonwinner07.ai,1,2
127,12713,,12,1,,20,24,,40,41,,52,58,,71,68,base02.ai,,,,,,,,1,2
182,15873,,12,4,,28,25,,31,33,,46,50,,63,71,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner08.ai,nonwinner02.ai,1,2
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner02.ai,nonwinner01.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner09.ai,nonwinner07.ai,1,3
77,14279,,14,3,,21,25,,41,38,,46,55,,64,,base02.ai,free05_b.ai,,,,,,,1,3
238,20250,,2,14,18,,,36,,,47,,,,70,71,base03.ai,eeyore01.ai,eeyore05.ai,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner05.ai,1,3
30,9201,,1,2,,24,28,,,44,,49,57,,65,,base02.ai,free03_a.ai,free05_b.ai,,,,,,1,3
27,7675,,11,6,,24,17,,,42,,52,55,,70,,base02.ai,free03_a.ai,free05_b.ai,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner09.ai,nonwinner04.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner09.ai,nonwinner04.ai,1,3
277,3393,8,,,,16,22,43,,,53,,,64,,,base03.ai,eeyore02.ai,,,,,,,1,3
163,25219,,4,12,,24,17,,35,44,,50,59,,74,62,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner05.ai,nonwinner01.ai,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
298,12985,10,,,29,,,42,,,50,,,,66,68,base03.ai,eeyore05.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner03.ai,nonwinner06.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner04.ai,nonwinner01.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner05.ai,nonwinner02.ai,1,4
50,11705,,6,1,,17,24,,38,,,46,54,,,75,base02.ai,free03_b.ai,free05_a.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner09.ai,nonwinner05.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner03.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,4
277,3393,8,,,,16,22,43,,,53,,,64,,,base03.ai,eeyore02.ai,,,,,,,1,4
49,13778,,13,2,,30,19,,42,33,,53,,,,75,base02.ai,free04_b.ai,free05_a.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner08.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner09.ai,nonwinner08.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner04.ai,nonwinner08.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner08.ai,nonwinner04.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner03.ai,1,1
95,12310,,15,4,,17,25,,32,38,,56,53,,61,,base02.ai,free05_b.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner02.ai,nonwinner04.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner08.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner03.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner06.ai,nonwinner09.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner02.ai,nonwinner05.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner08.ai,nonwinner02.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner05.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner02.ai,nonwinner05.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner06.ai,nonwinner08.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner09.ai,nonwinner04.ai,1,2
132,18087,,2,13,,22,23,,40,38,,47,52,,70,65,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner03.ai,nonwinner02.ai,1,2
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner09.ai,nonwinner07.ai,1,2
144,13373,,11,6,,21,30,,43,41,,53,54,,70,66,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner03.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner07.ai,nonwinner02.ai,1,2
22,4523,,7,13,,29,16,,33,44,,,60,,61,,base02.ai,free04_a.ai,free05_b.ai,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner03.ai,1,2
29,4310,,12,13,,24,28,,33,,,60,48,,,72,base02.ai,free03_b.ai,free05_a.ai,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner09.ai,nonwinner03.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner02.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner03.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner09.ai,1,3
92,25283,,14,4,,20,18,,40,36,,55,56,,,65,base02.ai,free05_a.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner02.ai,nonwinner08.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner02.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner09.ai,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner03.ai,nonwinner09.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner04.ai,1,3
131,26333,,9,2,,29,17,,32,36,,49,48,,62,74,base02.ai,,,,,,,,1,3
165,23843,,12,13,,22,24,,36,37,,54,51,,70,72,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner09.ai,nonwinner01.ai,1,3
146,23711,,2,5,,20,29,,32,45,,48,53,,66,64,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner02.ai,nonwinner05.ai,1,3
116,10506,,5,2,,25,27,,43,35,,54,49,,67,70,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner01.ai,nonwinner07.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner05.ai,1,4
177,417,,7,8,,25,27,,44,41,,56,53,,64,68,base02.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner08.ai,nonwinner03.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner01.ai,nonwinner07.ai,1,4
222,14366,7,,,20,,,38,,,,51,58,,,,base03.ai,eeyore04.ai,free05.ai,,,,,,1,4
57,13822,,14,9,,27,21,,35,36,,51,55,,64,,base02.ai,free05_b.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner09.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner09.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner01.ai,nonwinner09.ai,1,4
35,25172,,3,4,,30,24,,33,32,,48,,,,67,base02.ai,free04_b.ai,free05_a.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner02.ai,nonwinner08.ai,1,4
186,5216,,15,1,,25,17,,41,38,,58,50,,69,73,base02.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner03.ai,nonwinner09.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner05.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner07.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner01.ai,nonwinner08.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner04.ai,nonwinner02.ai,1,1
53,14223,,12,13,22,,,,35,42,,,,,,,base03.ai,eeyore01.ai,eeyore03.ai,free04.ai,free05.ai,,,,1,1
46,20570,,,12,,21,25,,42,37,,55,56,,69,,base02.ai,free01_a.ai,free05_b.ai,,,,,,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner02.ai,nonwinner05.ai,1,1
180,4996,,4,3,,28,24,,38,39,,47,50,,73,67,base02.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner09.ai,nonwinner04.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner09.ai,1,1
19,16442,,,10,,21,25,,,33,,52,57,,72,,base02.ai,free01_a.ai,free03_a.ai,free05_b.ai,,,,,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner03.ai,nonwinner01.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner09.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner07.ai,nonwinner09.ai,1,2
289,15692,1,,,,19,28,33,,,53,,,66,,,base03.ai,eeyore02.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner05.ai,nonwinner07.ai,1,2
195,12995,,4,8,,23,17,,40,31,,48,54,,69,61,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner07.ai,nonwinner01.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner04.ai,nonwinner06.ai,1,2
287,26144,3,,,,28,29,41,,,57,,,71,,,base03.ai,eeyore02.ai,,,,,,,1,2
162,8912,,3,14,,24,30,,41,44,,46,59,,62,61,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner03.ai,nonwinner08.ai,1,2
71,4755,,11,5,,23,16,,35,38,,56,53,,,61,base02.ai,free05_a.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner05.ai,1,2
108,8671,,13,15,18,,,34,,,,51,55,,,,base03.ai,eeyore01.ai,eeyore04.ai,free05.ai,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner06.ai,nonwinner07.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner03.ai,nonwinner01.ai,1,3
84,24032,,1,9,,27,16,,35,44,,48,53,,,70,base02.ai,free05_a.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner05.ai,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
265,25457,12,,,23,,,34,,,,48,58,75,,,base03.ai,eeyore04.ai,,,,,,,1,3
290,26678,6,,,30,,,32,,,51,,,,64,75,base03.ai,eeyore05.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner08.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner03.ai,nonwinner01.ai,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner06.ai,1,3
283,23686,13,,,,22,29,40,,,55,,,64,,,base03.ai,eeyore02.ai,,,,,,,1,3
130,1513,,3,9,,21,16,,43,36,,59,53,,69,61,base02.ai,,,,,,,,1,3
164,12008,,12,15,,17,26,,42,39,,47,53,,72,69,base02.ai,,,,,,,,1,4
98,1295,,,7,,17,25,,37,41,,59,50,,63,62,base02.ai,free01_a.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner04.ai,nonwinner06.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner04.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner07.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner07.ai,1,4
239,3270,5,,,17,,,32,,,,46,47,,67,69,base03.ai,eeyore04.ai,eeyore05.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner06.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner05.ai,nonwinner08.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner07.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner04.ai,nonwinner03.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner09.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner09.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner06.ai,nonwinner07.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner09.ai,nonwinner03.ai,1,1
30,9201,,1,2,,24,28,,,44,,49,57,,65,,base02.ai,free03_a.ai,free05_b.ai,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner08.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner05.ai,nonwinner03.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner05.ai,nonwinner08.ai,1,1
4,1883,,9,8,,24,26,,,33,,51,,,70,,base02.ai,free03_a.ai,free04_b.ai,free05_b.ai,,,,,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
68,24742,,10,3,,29,21,,,43,,49,60,,65,63,base02.ai,free03_a.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner01.ai,nonwinner07.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner07.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner03.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner01.ai,nonwinner03.ai,1,1
297,6008,1,,,19,,,42,,,,49,50,71,,,base03.ai,eeyore04.ai,,,,,,,1,2
104,22067,,2,10,,29,24,,37,41,,58,47,,,68,base02.ai,free05_a.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner05.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner02.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner01.ai,nonwinner07.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner01.ai,nonwinner02.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner03.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner05.ai,nonwinner02.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner03.ai,1,2
25,20762,,5,12,,29,23,,37,39,,49,,,,68,base02.ai,free04_b.ai,free05_a.ai,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner05.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner03.ai,nonwinner06.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner06.ai,1,2
100,26392,,2,14,,23,24,,39,31,,46,50,,74,,base02.ai,free05_b.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner05.ai,nonwinner07.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner01.ai,nonwinner09.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner04.ai,nonwinner03.ai,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
267,15759,,3,4,28,,,43,,,50,,,75,,,base03.ai,eeyore01.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner08.ai,nonwinner04.ai,1,3
139,14548,,4,14,,17,30,,42,41,,50,56,,65,61,base02.ai,,,,,,,,1,3
38,20572,,11,9,,29,23,,39,37,,60,,,,68,base02.ai,free04_b.ai,free05_a.ai,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner09.ai,nonwinner02.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner07.ai,nonwinner02.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner07.ai,1,3
6,25616,,,5,,27,30,,40,45,,59,,,75,,base02.ai,free01_a.ai,free04_b.ai,free05_b.ai,,,,,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner09.ai,nonwinner03.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner09.ai,nonwinner06.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner02.ai,nonwinner04.ai,1,4
65,8721,,7,12,,18,30,,33,42,,56,47,,,73,base02.ai,free05_a.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner01.ai,nonwinner03.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner07.ai,nonwinner03.ai,1,4
180,4996,,4,3,,28,24,,38,39,,47,50,,73,67,base02.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner02.ai,nonwinner06.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner02.ai,nonwinner06.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner07.ai,nonwinner05.ai,1,4
263,15968,1,,,26,,,,38,45,55,,,75,,,base03.ai,eeyore03.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner02.ai,nonwinner08.ai,1,4
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner03.ai,nonwinner01.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner05.ai,nonwinner08.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner07.ai,nonwinner05.ai,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner03.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner05.ai,1,1
221,3902,4,,,,17,23,35,,,49,,,,,,base03.ai,eeyore02.ai,free05.ai,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner04.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner07.ai,nonwinner01.ai,1,1
41,22720,,3,2,,29,17,,,33,,55,46,,62,,base02.ai,free03_a.ai,free05_b.ai,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner05.ai,nonwinner08.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner05.ai,nonwinner02.ai,1,1
87,17000,,8,7,,19,17,,39,42,,47,57,,64,,base02.ai,free05_b.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner08.ai,nonwinner04.ai,1,1
141,14419,,8,10,,22,30,,44,43,,48,51,,62,70,base02.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner05.ai,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner05.ai,nonwinner09.ai,1,2
177,417,,7,8,,25,27,,44,41,,56,53,,64,68,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner02.ai,1,2
