TKT,VER,N1A,N1B,N1C,N2A,N2B,N2C,N3A,N3B,N3C,N4A,N4B,N4C,N5A,N5B,N5C,I1,I2,I3,I4,I5,I6,I7,I8,P,U
29,2567,,3,5,,,21,,34,39,,47,51,,69,,base02.ai,free02_a.ai,free05_b.ai,,,,,,1,2
309,7213,4,,,28,,,40,,,,55,56,67,,,base03.ai,eeyore04.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner08.ai,nonwinner05.ai,1,3
192,13137,,1,13,,20,27,,31,40,,52,57,,68,63,base02.ai,,,,,,,,1,3
282,11667,1,,,22,,,38,,,,48,54,,67,72,base03.ai,eeyore04.ai,eeyore05.ai,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner03.ai,nonwinner08.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner01.ai,nonwinner03.ai,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner09.ai,1,3
224,14638,,12,5,,23,16,,45,38,,59,55,,65,72,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner04.ai,nonwinner03.ai,1,3
130,15195,,,,20,,,44,,,,47,55,,64,66,base03.ai,free01.ai,eeyore04.ai,eeyore05.ai,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner03.ai,nonwinner08.ai,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,3
305,7484,14,,,,25,27,45,,,52,,,71,,,base03.ai,eeyore02.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner02.ai,1,4
156,3566,,11,5,,17,20,,41,36,,48,50,,61,65,base02.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner09.ai,nonwinner03.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner01.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner07.ai,nonwinner05.ai,1,4
11,21528,,5,11,,,21,,,44,,52,54,,69,,base02.ai,free02_a.ai,free03_a.ai,free05_b.ai,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner08.ai,nonwinner07.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner08.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner08.ai,nonwinner09.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner07.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner04.ai,nonwinner02.ai,1,4
304,18389,8,,,18,,,,43,45,49,,,73,,,base03.ai,eeyore03.ai,,,,,,,1,4
168,1335,,12,10,,25,21,,39,33,,50,59,,69,75,base02.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner08.ai,nonwinner04.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner03.ai,nonwinner08.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner07.ai,nonwinner02.ai,1,1
299,22013,,3,13,19,,,38,,,55,,,,65,73,base03.ai,eeyore01.ai,eeyore05.ai,,,,,,1,1
304,18389,8,,,18,,,,43,45,49,,,73,,,base03.ai,eeyore03.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner02.ai,1,1
219,5135,,11,13,,27,29,,42,34,,56,58,,63,70,base02.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner09.ai,nonwinner08.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner08.ai,nonwinner05.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner04.ai,nonwinner08.ai,1,1
60,12690,,9,13,,,,,35,39,53,,,,,,base03.ai,eeyore01.ai,free02.ai,eeyore03.ai,free05.ai,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner05.ai,nonwinner02.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner01.ai,nonwinner05.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner05.ai,1,1
132,20177,,11,6,,27,22,,41,36,,55,56,,64,63,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner09.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner05.ai,nonwinner01.ai,1,2
236,3622,6,,,,,,34,,,,50,57,61,,,base03.ai,free02.ai,eeyore04.ai,,,,,,1,2
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner06.ai,1,2
167,14197,,12,13,,21,16,,32,43,,55,57,,72,67,base02.ai,,,,,,,,1,2
88,7970,,8,2,,27,24,,35,41,,50,54,,,74,base02.ai,free05_a.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner07.ai,nonwinner09.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner01.ai,nonwinner05.ai,1,2
367,18011,10,,,28,,,39,,,51,,,71,,,base01.ai,,,,,,,,1,2
274,14434,11,,,,,,40,,,60,,,72,,,base01.ai,free02.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner08.ai,nonwinner02.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner03.ai,nonwinner09.ai,1,2
1,19358,,10,12,,,17,,,33,,52,49,,69,,base02.ai,free02_a.ai,free03_a.ai,free05_b.ai,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner01.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner09.ai,nonwinner03.ai,1,3
366,15507,15,,,18,,,35,,,53,,,68,,,base01.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner06.ai,nonwinner03.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner05.ai,nonwinner03.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner09.ai,nonwinner01.ai,1,3
8,553,,,5,,16,,,45,32,,58,50,,,73,base02.ai,free01_a.ai,free02_b.ai,free05_a.ai,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner07.ai,nonwinner03.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner09.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner09.ai,nonwinner06.ai,1,3
395,25915,4,,,20,,,36,,,50,,,65,,,base01.ai,,,,,,,,1,3
175,17884,,12,10,,28,22,,38,37,,51,55,,65,71,base02.ai,,,,,,,,1,3
207,17141,,14,7,,20,16,,43,41,,50,52,,65,64,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner03.ai,nonwinner08.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner07.ai,nonwinner05.ai,1,4
282,11667,1,,,22,,,38,,,,48,54,,67,72,base03.ai,eeyore04.ai,eeyore05.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner09.ai,nonwinner07.ai,1,4
91,120,,2,13,,16,21,,33,31,,46,59,,,62,base02.ai,free05_a.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner03.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner02.ai,nonwinner09.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner06.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner08.ai,nonwinner05.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner08.ai,nonwinner09.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner09.ai,1,4
108,12595,,8,11,,27,18,,42,35,,46,48,,,69,base02.ai,free05_a.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner09.ai,1,4
294,7235,12,,,30,,,,37,42,51,,,,65,69,base03.ai,eeyore03.ai,eeyore05.ai,,,,,,1,1
67,18668,,10,15,,,19,,31,43,,51,57,,61,74,base02.ai,free02_a.ai,,,,,,,1,1
148,8333,,9,5,,16,18,,32,36,,56,49,,69,74,base02.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner08.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner04.ai,nonwinner07.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner05.ai,nonwinner03.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner09.ai,nonwinner03.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner09.ai,nonwinner03.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner05.ai,nonwinner04.ai,1,1
97,26941,,5,15,,22,19,,42,40,,58,53,,70,,base02.ai,free05_b.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner03.ai,nonwinner04.ai,1,1
86,10505,,6,12,,,29,,43,37,,47,56,,72,65,base02.ai,free02_a.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner07.ai,nonwinner04.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner07.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner03.ai,nonwinner05.ai,1,2
37,26103,,9,6,,,20,,36,43,,50,57,,69,,base02.ai,free02_a.ai,free05_b.ai,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner03.ai,nonwinner02.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner01.ai,nonwinner03.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner03.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner02.ai,nonwinner06.ai,1,2
116,26732,3,,,,,,43,,,47,,,,,,base01.ai,free02.ai,free05.ai,,,,,,1,2
245,11411,8,,,,,,36,,,47,,,,62,69,base03.ai,free02.ai,eeyore05.ai,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner06.ai,nonwinner07.ai,1,2
45,4401,,15,10,,,22,,40,34,,60,55,,67,,base02.ai,free02_a.ai,free05_b.ai,,,,,,1,2
330,22437,15,,,,21,22,32,,,60,,,73,,,base03.ai,eeyore02.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner03.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner04.ai,nonwinner05.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner05.ai,nonwinner09.ai,1,3
23,23449,7,,,,,,,,,54,,,,,,base01.ai,free02.ai,free03.ai,free05.ai,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner04.ai,nonwinner03.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner04.ai,nonwinner08.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner07.ai,nonwinner04.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner02.ai,nonwinner03.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner01.ai,nonwinner04.ai,1,3
386,869,4,,,27,,,38,,,55,,,69,,,base01.ai,,,,,,,,1,3
182,14837,,12,4,,21,28,,31,40,,57,60,,68,65,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner01.ai,nonwinner07.ai,1,3
214,1661,,5,7,,19,17,,43,31,,56,55,,74,66,base02.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner05.ai,nonwinner08.ai,1,3
119,16588,2,,,,,,34,,,55,,,,,,base01.ai,free02.ai,free05.ai,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner07.ai,nonwinner09.ai,1,3
275,5612,15,,,,,,31,,,59,,,61,,,base01.ai,free02.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner05.ai,nonwinner07.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner07.ai,nonwinner01.ai,1,4
326,10376,,5,13,28,,,39,,,55,,,75,,,base03.ai,eeyore01.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner05.ai,nonwinner02.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner08.ai,nonwinner04.ai,1,4
221,6869,,15,7,,17,26,,39,41,,48,59,,64,62,base02.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner08.ai,nonwinner09.ai,1,4
265,8319,5,,,,,,41,,,47,,,68,,,base01.ai,free02.ai,,,,,,,1,4
43,2134,,8,4,,,30,,42,37,,54,51,,64,,base02.ai,free02_a.ai,free05_b.ai,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner09.ai,nonwinner07.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner06.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner09.ai,nonwinner02.ai,1,4
224,14638,,12,5,,23,16,,45,38,,59,55,,65,72,base02.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner07.ai,nonwinner05.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner05.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner03.ai,nonwinner05.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner09.ai,nonwinner01.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner09.ai,nonwinner02.ai,1,1
297,11116,,1,4,24,,,43,,,52,,,,71,75,base03.ai,eeyore01.ai,eeyore05.ai,,,,,,1,1
331,4966,,2,8,23,,,32,,,57,,,67,,,base03.ai,eeyore01.ai,,,,,,,1,1
376,364,3,,,28,,,42,,,54,,,69,,,base01.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner01.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner08.ai,1,1
58,24752,3,,,,,,,32,41,,47,54,,,,base03.ai,free02.ai,eeyore03.ai,eeyore04.ai,free05.ai,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner02.ai,nonwinner03.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner01.ai,nonwinner04.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner05.ai,nonwinner07.ai,1,2
70,22302,,2,15,,27,26,,34,40,,47,52,,63,,base02.ai,free05_b.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner03.ai,nonwinner06.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner06.ai,nonwinner02.ai,1,2
145,939,,2,9,,24,26,,33,35,,48,56,,67,66,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner03.ai,nonwinner08.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner06.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner09.ai,nonwinner03.ai,1,2
338,12356,6,,,23,,,,39,44,54,,,61,,,base03.ai,eeyore03.ai,,,,,,,1,2
157,24016,,4,6,,22,23,,33,31,,57,46,,71,66,base02.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner09.ai,nonwinner07.ai,1,2
249,988,14,,,,,,32,,,53,,,64,,,base01.ai,free02.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner04.ai,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner08.ai,nonwinner02.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner04.ai,nonwinner06.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner08.ai,nonwinner09.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner06.ai,nonwinner01.ai,1,3
237,5315,12,,,,,,,33,37,56,,,73,,,base03.ai,free02.ai,eeyore03.ai,,,,,,1,3
96,20152,,7,2,,24,25,,39,32,,59,53,,,70,base02.ai,free05_a.ai,,,,,,,1,3
47,10934,,4,10,,,17,,42,36,,56,55,,72,,base02.ai,free02_a.ai,free05_b.ai,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner07.ai,1,3
126,23479,,8,11,,,,37,,,56,,,,69,73,base03.ai,eeyore01.ai,free02.ai,eeyore05.ai,,,,,1,3
384,9881,1,,,21,,,31,,,56,,,61,,,base01.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner09.ai,nonwinner02.ai,1,3
87,10947,,9,3,,,19,,44,38,,48,55,,72,63,base02.ai,free02_a.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner08.ai,nonwinner04.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner02.ai,nonwinner01.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner08.ai,nonwinner05.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner09.ai,nonwinner01.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner08.ai,nonwinner05.ai,1,4
88,7970,,8,2,,27,24,,35,41,,50,54,,,74,base02.ai,free05_a.ai,,,,,,,1,4
299,22013,,3,13,19,,,38,,,55,,,,65,73,base03.ai,eeyore01.ai,eeyore05.ai,,,,,,1,4
245,11411,8,,,,,,36,,,47,,,,62,69,base03.ai,free02.ai,eeyore05.ai,,,,,,1,4
137,12574,,9,5,,21,20,,33,41,,59,47,,66,75,base02.ai,,,,,,,,1,4
22,23251,,,,,,,36,,,60,,,,,,base01.ai,free01.ai,free02.ai,free05.ai,,,,,1,4
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,4
99,22625,,6,1,,,16,,42,31,,58,49,,62,72,base02.ai,free02_a.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner05.ai,nonwinner04.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner09.ai,nonwinner03.ai,1,4
14,26576,,,2,,,16,,41,38,,57,53,,61,,base02.ai,free01_a.ai,free02_a.ai,free05_b.ai,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner06.ai,nonwinner01.ai,1,1
389,8115,7,,,29,,,31,,,58,,,74,,,base01.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner01.ai,nonwinner06.ai,1,1
383,21928,3,,,26,,,39,,,55,,,61,,,base01.ai,,,,,,,,1,1
80,3191,,8,12,,30,28,,42,33,,58,46,,64,,base02.ai,free05_b.ai,,,,,,,1,1
101,11488,,1,6,,28,21,,35,42,,53,59,,72,,base02.ai,free05_b.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner04.ai,nonwinner08.ai,1,1
68,19136,,4,8,,23,26,,35,45,,56,49,,,72,base02.ai,free05_a.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner08.ai,nonwinner01.ai,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
382,17240,6,,,30,,,44,,,54,,,63,,,base01.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner06.ai,nonwinner02.ai,1,1
175,17884,,12,10,,28,22,,38,37,,51,55,,65,71,base02.ai,,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner06.ai,nonwinner08.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner01.ai,nonwinner06.ai,1,2
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner09.ai,nonwinner03.ai,1,2
68,19136,,4,8,,23,26,,35,45,,56,49,,,72,base02.ai,free05_a.ai,,,,,,,1,2
131,22489,,4,14,,29,22,,34,36,,57,58,,64,69,base02.ai,,,,,,,,1,2
332,3590,9,,,20,,,38,,,,51,54,67,,,base03.ai,eeyore04.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner06.ai,nonwinner04.ai,1,2
102,12565,,11,15,,25,17,,39,35,,50,53,,64,,base02.ai,free05_b.ai,,,,,,,1,2
273,400,1,,,28,,,39,,,56,,,,,,base01.ai,free05.ai,,,,,,,1,2
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner01.ai,nonwinner06.ai,1,2
381,15085,12,,,17,,,42,,,56,,,64,,,base01.ai,,,,,,,,1,2
64,5484,,9,6,,,26,,42,44,,48,49,,66,71,base02.ai,free02_a.ai,,,,,,,1,2
11,21528,,5,11,,,21,,,44,,52,54,,69,,base02.ai,free02_a.ai,free03_a.ai,free05_b.ai,,,,,1,2
71,24835,,14,5,,,26,,37,41,,56,50,,73,74,base02.ai,free02_a.ai,,,,,,,1,2
393,15506,10,,,19,,,31,,,60,,,64,,,base01.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner05.ai,1,3
360,25808,7,,,25,,,43,,,52,,,67,,,base01.ai,,,,,,,,1,3
100,16430,,1,14,,,16,,33,40,,56,50,,70,61,base02.ai,free02_a.ai,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner08.ai,nonwinner04.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner09.ai,nonwinner01.ai,nonwinner05.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner07.ai,nonwinner03.ai,1,3
400,7978,6,,,16,,,39,,,56,,,70,,,base01.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner05.ai,nonwinner09.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner06.ai,nonwinner03.ai,1,3
186,19404,,6,14,,25,20,,33,40,,57,46,,65,66,base02.ai,,,,,,,,1,3
367,18011,10,,,28,,,39,,,51,,,71,,,base01.ai,,,,,,,,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner08.ai,nonwinner01.ai,nonwinner04.ai,1,3
,,,,,,,,,,,,,,,,,,,,,,nonwinner04.ai,nonwinner06.ai,nonwinner05.ai,1,3
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner07.ai,nonwinner02.ai,nonwinner08.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner08.ai,nonwinner09.ai,1,4
270,1846,4,,,24,,,,,,52,,,70,,,base01.ai,free03.ai,,,,,,,1,4
369,21590,14,,,29,,,44,,,56,,,71,,,base01.ai,,,,,,,,1,4
133,6942,,13,8,,26,16,,39,32,,56,55,,63,73,base02.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner04.ai,nonwinner03.ai,1,4
260,265,14,,,25,,,40,,,60,,,,,,base01.ai,free05.ai,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner07.ai,nonwinner01.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner08.ai,nonwinner07.ai,1,4
132,20177,,11,6,,27,22,,41,36,,55,56,,64,63,base02.ai,,,,,,,,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner05.ai,nonwinner04.ai,nonwinner01.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner01.ai,nonwinner09.ai,nonwinner06.ai,1,4
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner09.ai,nonwinner06.ai,1,4
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
305,7484,14,,,,25,27,45,,,52,,,71,,,base03.ai,eeyore02.ai,,,,,,,1,1
176,209,,12,10,,29,24,,37,34,,51,59,,68,66,base02.ai,,,,,,,,1,1
89,15873,,7,2,,22,,,38,42,,51,59,,61,67,base02.ai,free02_b.ai,,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner06.ai,nonwinner02.ai,nonwinner04.ai,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner03.ai,nonwinner05.ai,nonwinner06.ai,1,1
233,20754,12,,,,,,33,,,60,,,,62,75,base03.ai,free02.ai,eeyore05.ai,,,,,,1,1
,,,,,,,,,,,,,,,,,,,,,,nonwinner02.ai,nonwinner01.ai,nonwinner06.ai,1,1
,,,,,,,,,,,,,,,,,winner04.ai,,,,,,,,1,1
